cp_white,cp_black,player,diff_level
0.350000,-0.350000,0,-2
-0.200000,0.200000,1,-2
0.480000,-0.480000,0,-2
-0.330000,0.330000,1,-2
0.650000,-0.650000,0,-2
0.100000,-0.100000,1,-2
0.260000,-0.260000,0,-2
2.720000,-2.720000,1,-2
1.000000,-1.000000,0,-2
-1.480000,1.480000,1,-2
1.790000,-1.790000,0,-2
-1.650000,1.650000,1,-2
2.010000,-2.010000,0,-2
-1.350000,1.350000,1,-2
1.610000,-1.610000,0,-2
-1.110000,1.110000,1,-2
1.380000,-1.380000,0,-2
0.750000,-0.750000,1,-2
1.150000,-1.150000,0,-2
-1.650000,1.650000,1,-2
1.880000,-1.880000,0,-2
-1.620000,1.620000,1,-2
2.590000,-2.590000,0,-2
-1.630000,1.630000,1,-2
6.150000,-6.150000,0,-2
-6.080000,6.080000,1,-2
10.150000,-10.150000,0,-2
-6.690000,6.690000,1,-2
8.180000,-8.180000,0,-2
-11.520000,11.520000,1,-2
15.230000,-15.230000,0,-2
-6.080000,6.080000,1,-2
10.690000,-10.690000,0,-2
11.000000,-11.000000,1,-2
-10.890000,10.890000,0,-2
10.780000,-10.780000,1,-2
10.710000,-10.710000,0,-2
-10.670000,10.670000,1,-2
10.620000,-10.620000,0,-2
-11.230000,11.230000,1,-2
11.350000,-11.350000,0,-2
-11.000000,11.000000,1,-2
10.820000,-10.820000,0,-2
-10.560000,10.560000,1,-2
-12.910000,12.910000,0,-2
10.850000,-10.850000,1,-2
9.900000,-9.900000,0,-2
-8.850000,8.850000,1,-2
9.540000,-9.540000,0,-2
9.350000,-9.350000,1,-2
-6.460000,6.460000,0,-2
0.350000,-0.350000,0,-3
-0.200000,0.200000,1,-3
0.480000,-0.480000,0,-3
-0.330000,0.330000,1,-3
0.430000,-0.430000,0,-3
-0.720000,0.720000,1,-3
1.180000,-1.180000,0,-3
-1.170000,1.170000,1,-3
1.050000,-1.050000,0,-3
-1.080000,1.080000,1,-3
-0.830000,0.830000,0,-3
0.800000,-0.800000,1,-3
-0.760000,0.760000,0,-3
0.770000,-0.770000,1,-3
-0.710000,0.710000,0,-3
0.720000,-0.720000,1,-3
-0.650000,0.650000,0,-3
0.240000,-0.240000,1,-3
-0.250000,0.250000,0,-3
0.920000,-0.920000,1,-3
0.090000,-0.090000,0,-3
0.100000,-0.100000,1,-3
-0.060000,0.060000,0,-3
0.460000,-0.460000,1,-3
-0.300000,0.300000,0,-3
1.780000,-1.780000,1,-3
0.750000,-0.750000,0,-3
-0.590000,0.590000,1,-3
0.660000,-0.660000,0,-3
-1.390000,1.390000,1,-3
1.960000,-1.960000,0,-3
-1.590000,1.590000,1,-3
2.040000,-2.040000,0,-3
-1.600000,1.600000,1,-3
1.360000,-1.360000,0,-3
1.910000,-1.910000,1,-3
-1.950000,1.950000,0,-3
2.620000,-2.620000,1,-3
-1.310000,1.310000,0,-3
1.700000,-1.700000,1,-3
-0.360000,0.360000,0,-3
0.530000,-0.530000,1,-3
0.060000,-0.060000,0,-3
3.350000,-3.350000,1,-3
-4.050000,4.050000,0,-3
-4.650000,4.650000,1,-3
-8.830000,8.830000,0,-3
-8.770000,8.770000,1,-3
9.290000,-9.290000,0,-3
-9.380000,9.380000,1,-3
-11.800000,11.800000,0,-3
11.530000,-11.530000,1,-3
-10.460000,10.460000,0,-3
10.540000,-10.540000,1,-3
-10.430000,10.430000,0,-3
10.460000,-10.460000,1,-3
-10.430000,10.430000,0,-3
11.000000,-11.000000,1,-3
-10.810000,10.810000,0,-3
10.700000,-10.700000,1,-3
-10.670000,10.670000,0,-3
10.930000,-10.930000,1,-3
-10.740000,10.740000,0,-3
10.620000,-10.620000,1,-3
-10.590000,10.590000,0,-3
11.460000,-11.460000,1,-3
-11.120000,11.120000,0,-3
-11.120000,11.120000,1,-3
17.850000,-17.850000,0,-3
-17.770000,17.770000,1,-3
17.850000,-17.850000,0,-3
-17.820000,17.820000,1,-3
18.000000,-18.000000,0,-3
-18.000000,18.000000,1,-3
-17.410000,17.410000,0,-3
17.230000,-17.230000,1,-3
-17.150000,17.150000,0,-3
-16.880000,16.880000,1,-3
-17.660000,17.660000,0,-3
0.350000,-0.350000,0,0
-0.200000,0.200000,1,0
0.480000,-0.480000,0,0
-0.330000,0.330000,1,0
0.310000,-0.310000,0,0
-0.730000,0.730000,1,0
1.160000,-1.160000,0,0
-0.730000,0.730000,1,0
0.780000,-0.780000,0,0
2.120000,-2.120000,1,0
1.570000,-1.570000,0,0
-1.450000,1.450000,1,0
2.250000,-2.250000,0,0
-2.460000,2.460000,1,0
2.820000,-2.820000,0,0
-4.640000,4.640000,1,0
4.060000,-4.060000,0,0
-5.180000,5.180000,1,0
5.090000,-5.090000,0,0
-4.680000,4.680000,1,0
12.380000,-12.380000,0,0
-3.020000,3.020000,1,0
3.110000,-3.110000,0,0
-2.490000,2.490000,1,0
2.660000,-2.660000,0,0
-2.440000,2.440000,1,0
2.690000,-2.690000,0,0
-2.710000,2.710000,1,0
1.820000,-1.820000,0,0
-1.450000,1.450000,1,0
1.190000,-1.190000,0,0
-1.360000,1.360000,1,0
1.110000,-1.110000,0,0
1.280000,-1.280000,1,0
1.680000,-1.680000,0,0
-0.690000,0.690000,1,0
0.370000,-0.370000,0,0
-0.570000,0.570000,1,0
2.130000,-2.130000,0,0
-0.480000,0.480000,1,0
1.490000,-1.490000,0,0
4.310000,-4.310000,1,0
1.990000,-1.990000,0,0
-0.890000,0.890000,1,0
1.430000,-1.430000,0,0
-1.140000,1.140000,1,0
2.090000,-2.090000,0,0
-1.290000,1.290000,1,0
1.750000,-1.750000,0,0
-0.370000,0.370000,1,0
0.620000,-0.620000,0,0
-0.000000,0.000000,1,0
1.200000,-1.200000,0,0
1.160000,-1.160000,1,0
-4.410000,4.410000,0,0
6.900000,-6.900000,1,0
-9.150000,9.150000,0,0
10.150000,-10.150000,1,0
-10.230000,10.230000,0,0
11.150000,-11.150000,1,0
-10.660000,10.660000,0,0
10.700000,-10.700000,1,0
-10.920000,10.920000,0,0
11.690000,-11.690000,1,0
-11.690000,11.690000,0,0
11.800000,-11.800000,1,0
-11.610000,11.610000,0,0
12.690000,-12.690000,1,0
-12.560000,12.560000,0,0
12.740000,-12.740000,1,0
-13.080000,13.080000,0,0
12.920000,-12.920000,1,0
-12.920000,12.920000,0,0
12.770000,-12.770000,1,0
-11.380000,11.380000,0,0
12.540000,-12.540000,1,0
-10.080000,10.080000,0,0
13.620000,-13.620000,1,0
-13.620000,13.620000,0,0
-13.420000,13.420000,1,0
-13.140000,13.140000,0,0
-12.800000,12.800000,1,0
-12.740000,12.740000,0,0
0.350000,-0.350000,0,-1
-0.200000,0.200000,1,-1
0.480000,-0.480000,0,-1
-0.330000,0.330000,1,-1
0.430000,-0.430000,0,-1
-0.400000,0.400000,1,-1
0.280000,-0.280000,0,-1
-0.200000,0.200000,1,-1
2.110000,-2.110000,0,-1
-0.260000,0.260000,1,-1
1.390000,-1.390000,0,-1
-1.110000,1.110000,1,-1
1.570000,-1.570000,0,-1
-1.080000,1.080000,1,-1
0.570000,-0.570000,0,-1
-1.030000,1.030000,1,-1
1.830000,-1.830000,0,-1
2.800000,-2.800000,1,-1
2.130000,-2.130000,0,-1
-1.950000,1.950000,1,-1
2.430000,-2.430000,0,-1
0.360000,-0.360000,1,-1
6.210000,-6.210000,0,-1
7.010000,-7.010000,1,-1
-7.000000,7.000000,0,-1
8.880000,-8.880000,1,-1
-10.100000,10.100000,0,-1
13.380000,-13.380000,1,-1
-10.440000,10.440000,0,-1
9.340000,-9.340000,1,-1
-8.260000,8.260000,0,-1
8.790000,-8.790000,1,-1
-9.620000,9.620000,0,-1
8.880000,-8.880000,1,-1
-9.450000,9.450000,0,-1
8.310000,-8.310000,1,-1
-8.650000,8.650000,0,-1
5.270000,-5.270000,1,-1
0.590000,-0.590000,0,-1
5.320000,-5.320000,1,-1
-6.970000,6.970000,0,-1
6.950000,-6.950000,1,-1
-7.500000,7.500000,0,-1
5.530000,-5.530000,1,-1
-6.210000,6.210000,0,-1
5.780000,-5.780000,1,-1
3.750000,-3.750000,0,-1
-6.000000,6.000000,1,-1
4.300000,-4.300000,0,-1
4.600000,-4.600000,1,-1
5.390000,-5.390000,0,-1
-6.440000,6.440000,1,-1
5.060000,-5.060000,0,-1
4.130000,-4.130000,1,-1
-4.680000,4.680000,0,-1
3.690000,-3.690000,1,-1
-7.070000,7.070000,0,-1
5.720000,-5.720000,1,-1
-5.160000,5.160000,0,-1
4.530000,-4.530000,1,-1
-4.040000,4.040000,0,-1
3.750000,-3.750000,1,-1
-3.090000,3.090000,0,-1
3.220000,-3.220000,1,-1
-2.780000,2.780000,0,-1
5.400000,-5.400000,1,-1
-6.330000,6.330000,0,-1
4.440000,-4.440000,1,-1
-1.990000,1.990000,0,-1
3.390000,-3.390000,1,-1
-2.560000,2.560000,0,-1
1.180000,-1.180000,1,-1
-1.220000,1.220000,0,-1
2.280000,-2.280000,1,-1
-0.980000,0.980000,0,-1
0.500000,-0.500000,1,-1
0.180000,-0.180000,0,-1
0.450000,-0.450000,1,-1
3.040000,-3.040000,0,-1
-0.880000,0.880000,1,-1
1.040000,-1.040000,0,-1
-0.760000,0.760000,1,-1
0.800000,-0.800000,0,-1
-0.750000,0.750000,1,-1
5.670000,-5.670000,0,-1
-6.480000,6.480000,1,-1
6.340000,-6.340000,0,-1
-6.430000,6.430000,1,-1
6.640000,-6.640000,0,-1
-7.120000,7.120000,1,-1
5.390000,-5.390000,0,-1
-6.000000,6.000000,1,-1
6.030000,-6.030000,0,-1
-6.580000,6.580000,1,-1
-5.870000,5.870000,0,-1
57.000000,-57.000000,1,-1
-9.960000,9.960000,0,-1
5.810000,-5.810000,1,-1
-8.650000,8.650000,0,-1
7.380000,-7.380000,1,-1
-8.370000,8.370000,0,-1
7.150000,-7.150000,1,-1
-5.610000,5.610000,0,-1
6.200000,-6.200000,1,-1
-7.680000,7.680000,0,-1
6.290000,-6.290000,1,-1
-7.380000,7.380000,0,-1
-0.530000,0.530000,1,-1
0.120000,-0.120000,0,-1
-0.120000,0.120000,1,-1
-0.270000,0.270000,0,-1
0.130000,-0.130000,1,-1
-0.730000,0.730000,0,-1
-0.140000,0.140000,1,-1
-0.430000,0.430000,0,-1
0.550000,-0.550000,1,-1
0.350000,-0.350000,0,-2
-0.200000,0.200000,1,-2
0.480000,-0.480000,0,-2
-0.330000,0.330000,1,-2
0.310000,-0.310000,0,-2
-0.310000,0.310000,1,-2
0.210000,-0.210000,0,-2
-0.380000,0.380000,1,-2
0.380000,-0.380000,0,-2
-0.160000,0.160000,1,-2
0.150000,-0.150000,0,-2
-0.200000,0.200000,1,-2
0.200000,-0.200000,0,-2
1.920000,-1.920000,1,-2
0.090000,-0.090000,0,-2
-0.160000,0.160000,1,-2
3.280000,-3.280000,0,-2
-0.320000,0.320000,1,-2
0.310000,-0.310000,0,-2
-0.060000,0.060000,1,-2
0.610000,-0.610000,0,-2
-0.140000,0.140000,1,-2
0.310000,-0.310000,0,-2
-0.190000,0.190000,1,-2
0.190000,-0.190000,0,-2
0.280000,-0.280000,1,-2
0.240000,-0.240000,0,-2
-0.170000,0.170000,1,-2
0.240000,-0.240000,0,-2
1.290000,-1.290000,1,-2
0.220000,-0.220000,0,-2
1.360000,-1.360000,1,-2
-0.840000,0.840000,0,-2
2.220000,-2.220000,1,-2
8.860000,-8.860000,0,-2
2.830000,-2.830000,1,-2
-2.160000,2.160000,0,-2
3.460000,-3.460000,1,-2
-1.820000,1.820000,0,-2
2.470000,-2.470000,1,-2
-1.000000,1.000000,0,-2
-0.400000,0.400000,1,-2
-0.110000,0.110000,0,-2
-1.110000,1.110000,1,-2
-2.780000,2.780000,0,-2
-1.930000,1.930000,1,-2
-1.210000,1.210000,0,-2
-0.570000,0.570000,1,-2
0.880000,-0.880000,0,-2
-0.780000,0.780000,1,-2
0.700000,-0.700000,0,-2
1.830000,-1.830000,1,-2
-1.480000,1.480000,0,-2
2.120000,-2.120000,1,-2
-1.530000,1.530000,0,-2
1.980000,-1.980000,1,-2
-2.290000,2.290000,0,-2
3.050000,-3.050000,1,-2
4.010000,-4.010000,0,-2
4.880000,-4.880000,1,-2
6.680000,-6.680000,0,-2
-8.240000,8.240000,1,-2
7.590000,-7.590000,0,-2
7.680000,-7.680000,1,-2
-8.770000,8.770000,0,-2
9.560000,-9.560000,1,-2
-9.320000,9.320000,0,-2
-9.170000,9.170000,1,-2
-8.840000,8.840000,0,-2
-8.860000,8.860000,1,-2
8.690000,-8.690000,0,-2
0.770000,-0.770000,1,-2
8.830000,-8.830000,0,-2
-8.180000,8.180000,1,-2
8.540000,-8.540000,0,-2
-7.790000,7.790000,1,-2
6.430000,-6.430000,0,-2
-7.640000,7.640000,1,-2
6.370000,-6.370000,0,-2
6.050000,-6.050000,1,-2
6.570000,-6.570000,0,-2
-7.350000,7.350000,1,-2
6.420000,-6.420000,0,-2
-7.350000,7.350000,1,-2
6.380000,-6.380000,0,-2
-7.290000,7.290000,1,-2
-7.220000,7.220000,0,-2
6.720000,-6.720000,1,-2
-7.100000,7.100000,0,-2
7.460000,-7.460000,1,-2
-7.950000,7.950000,0,-2
7.990000,-7.990000,1,-2
-8.780000,8.780000,0,-2
6.540000,-6.540000,1,-2
-6.470000,6.470000,0,-2
-6.640000,6.640000,1,-2
6.500000,-6.500000,0,-2
-6.770000,6.770000,1,-2
0.350000,-0.350000,0,-3
-0.200000,0.200000,1,-3
0.480000,-0.480000,0,-3
-0.330000,0.330000,1,-3
0.310000,-0.310000,0,-3
-0.730000,0.730000,1,-3
1.160000,-1.160000,0,-3
-0.730000,0.730000,1,-3
0.780000,-0.780000,0,-3
2.120000,-2.120000,1,-3
1.570000,-1.570000,0,-3
-1.660000,1.660000,1,-3
1.540000,-1.540000,0,-3
-1.470000,1.470000,1,-3
3.330000,-3.330000,0,-3
-1.620000,1.620000,1,-3
1.650000,-1.650000,0,-3
-2.000000,2.000000,1,-3
-1.710000,1.710000,0,-3
1.750000,-1.750000,1,-3
-1.350000,1.350000,0,-3
1.190000,-1.190000,1,-3
-1.080000,1.080000,0,-3
-0.940000,0.940000,1,-3
0.090000,-0.090000,0,-3
